"","x"
"99",1.68631227124907
"100",1.34677614961032
"101",1.46463717441988
"102",1.19598420746102
"103",0.856464323727583
"104",4.29668794452799
"105",1.03921466859522
"106",0.0881203364440545
"107",0.741664367678886
"108",4.35147959020431
"109",0.345653546222501
"110",0.246023564179034
"111",0.124326928399871
"112",6.67708739544979
"113",1.01968859915204
"114",4.76326539055109
"115",1.87592011192551
"116",0.00735313553275999
"117",2.46850396565852
"118",1.97931583760012
"119",0.82626268133292
"120",3.5888603965581
"121",0.413380788597256
"122",0.0404755558968053
"123",0.843152306871489
"124",6.37115504326954
"125",7.66801573660881
"126",0.469582649530421
"127",2.35287401051344
"128",1.5796633244315
"129",6.29595549013283
"130",0.845492075886554
"131",6.53847594902277
"132",0.677486371596219
"133",2.29923757631038
"134",0.237999183031555
"135",3.315218513875
"136",0.0252621425539664
"137",2.38791886995698
"138",3.215773661645
"139",1.09519074186816
"140",0.127902813445656
"141",1.00820452791734
"142",0.444505948081014
"143",0.0707490635343393
"144",0.897770778616209
"145",0.626214032707913
"146",4.0561373395657
"147",2.9087834494531
"148",0.518441610311917
"149",0.0645477413536991
"150",2.47112438038641
"151",0.431951870163719
"152",5.93408329029239
"153",3.62126925256276
"154",1.57325445041772
"155",3.78867611416325
"156",0.674388986208841
"157",0.833295082819301
"158",1.01081377701667
"159",0.570351580815756
"160",5.18622946123933
"161",0.590738260941676
"162",2.55793239099545
"163",4.09458904376814
"164",1.27094421588673
"165",0.312700029357057
"166",0.850781100902688
"167",2.20596777197942
"168",6.37301023373671
"169",0.937829565426464
"170",1.90093935235358
"171",0.3996000286565
"172",0.21614562355513
"173",7.95270831734697
"174",2.35159596551776
"175",1.44478078103837
"176",0.366276139723991
"177",6.96435897551301
"178",5.30431486404031
"179",1.95749405734224
"180",0.160937062424208
"181",0.670662457575221
"182",0.332286497102396
"183",3.15399136373112
"184",0.321580763138061
"185",0.320825812609475
"186",0.209381047074531
"187",0.777434623167765
"188",0.435778675133686
"189",6.48194725193055
"190",0.306281937819694
"191",6.11809501438969
"192",0.163300787341131
"193",6.15260800554302
"194",2.06461808237428
"195",0.35584932051424
"196",0.735089009072332
"197",0.976499621486973
"198",0.274292079064552
"199",8.62097128607053
"200",0.905789166692536
"201",2.09884438903428
"202",5.23877350220603
"203",1.84024213561223
"204",0.922396792727435
"205",2.98904725791224
"206",0.247561725789214
"207",3.26928530872738
"208",2.64079835095238
"209",5.14603107025886
"210",0.4515604406838
"211",1.70619986596322
"212",0.91300428209384
"213",0.659698832489052
"214",3.82248109835377
"215",4.64727957753061
"216",0.496432757800007
"217",2.84131311809208
"218",0.157391559365825
"219",4.61931913219907
"220",0.0118898219051459
"221",0.257523595408374
"222",0.155638705837799
"223",3.2820022208416
"224",1.92882763243265
"225",0.269107026288936
"226",2.76381322566853
"227",1.69056940444032
"228",0.913912820104785
"229",3.07283353967307
"230",2.70406762648942
"231",0.00626093476224817
"232",1.45697188176389
"233",0.64734895097733
"234",1.90323578777462
"235",2.06947519764499
"236",3.00854404906194
"237",3.99247181895962
"238",0.625089570237102
"239",0.808995070453084
"240",1.22812348960289
"241",4.32575865850128
"242",4.41838772570372
"243",0.0986804455552814
"244",0.992587154529307
"245",0.996130878388441
"246",3.11763771494034
"247",4.50754002399739
"248",2.34225612517664
"249",0.555693968828097
"250",1.72781979233387
"251",7.74896650009015
"252",3.06992365903743
"253",6.04953964827687
"254",1.89359066774475
"255",0.0200551818390328
"256",1.96901218527092
"257",5.62160820776983
"258",1.74649404412117
"259",1.79679251218138
"260",1.23699476538336
"261",2.70340335737706
"262",0.0112652547564364
"263",3.35182374261542
"264",1.78104806636918
"265",1.2796650426804
"266",0.419010184851653
"267",1.02768155397872
"268",1.56514970524494
"269",0.29942883464431
"270",0.427671394199311
"271",0.280668417839276
"272",1.73437531617626
"273",3.04722649850711
"274",0.281013263503359
"275",0.808818633959361
"276",0.478625607492644
"277",0.361802341034663
"278",1.65230116276833
"279",0.76711214181648
"280",0.835358667836213
"281",2.09004401821696
"282",0.134518592156423
"283",0.354098999702063
"284",0.16063801723207
"285",3.48933826761801
"286",0.124587646148002
"287",1.32062948619295
"288",3.60679349179185
"289",0.517405005422465
"290",1.88281779286247
"291",3.03274792000296
"292",2.37149866738267
"293",0.805645970807267
"294",1.8333748161763
"295",1.97947440261704
"296",0.13677505815705
"297",3.27764756663613
"298",0.999290693085384
"299",0.175466863306949
"300",1.4334523440074
"301",0.852009705792871
"302",0.151917042093446
"303",0.186077537368764
"304",0.339382563106758
"305",0.145270201884476
"306",6.18730598777911
"307",2.60870450964672
"308",6.3846363139965
"309",0.973436565615213
"310",2.5877738950978
"311",0.0297243426762846
"312",0.180132913611615
"313",2.02359607557571
"314",2.58118684174537
"315",2.49847959554691
"316",1.05524475574669
"317",6.11512927754028
"318",3.97162878137361
"319",0.56497894413391
"320",0.306840093111261
"321",2.71705839085453
"322",4.14128863629845
"323",1.68894775106875
"324",4.49093617317434
"325",0.480045600916422
"326",4.12650432807168
"327",3.81293013653387
"328",4.69613499741933
"329",0.536642140082399
"330",2.80793381755249
"331",0.126477714082603
"332",3.18339757902642
"333",1.92673917884127
"334",0.191043254520157
"335",4.73446407674926
"336",0.37167665364732
"337",4.60489274840442
"338",0.276971091851658
"339",1.34624707842912
"340",0.26317583807139
"341",3.61412972341492
"342",0.238752019548787
"343",0.812162956307154
"344",2.00190604969483
"345",2.23858697811257
"346",0.381157990533544
"347",1.2403236193553
"348",0.605676969087641
"349",1.49093242949546
"350",3.40094772122682
"351",0.946167740031064
"352",2.08638489688069
"353",0.265628999212636
"354",5.46127472114703
"355",0.233412016819658
"356",1.1547302626988
"357",0.723815716621557
"358",0.30205083781432
"359",3.15018882833003
"360",0.340365501439964
"361",0.072460193055719
"362",1.42395211662688
"363",12.2655322685421
"364",0.642877684804
"365",1.139661107818
"366",1.00198859545696
"367",5.90079684373855
"368",1.1802859568538
"369",0.0212332962425473
"370",0.741655646328995
"371",2.72682363870847
"372",0.642605579430299
"373",0.613755041967355
"374",4.27301998717328
"375",0.887052158991478
"376",1.4824512306966
"377",5.42110231542767
"378",0.148198291094311
"379",1.13482189006972
"380",3.28386617939343
"381",0.337708421785896
"382",1.75973703649235
"383",1.15326146572363
"384",2.25534151022395
"385",3.64869781003198
"386",0.226570369916016
"387",2.36304080381305
"388",0.274595140848407
"389",0.511154024492504
"390",2.18856493505269
"391",1.80121923430462
"392",1.32984718057624
"393",2.20913279206957
"394",3.43432506444239
"395",1.31986934783725
"396",0.647983027565929
"397",1.33415474316055
"398",1.89284419811578
"399",0.181515358069896
"400",0.0884206564238895
"401",0.487490710122881
"402",3.72375382483271
"403",1.37850182825642
"404",1.26616711881186
"405",1.2043296460218
"406",0.678015337399298
"407",1.45061213492246
"408",1.16240294521665
"409",0.324304559166719
"410",0.781976648129438
"411",0.592181674644031
"412",0.954580967767494
"413",0.405670219402565
"414",1.94506128437609
"415",0.0420781711184371
"416",1.14624680664263
"417",0.153965590038351
"418",0.468087624828335
"419",0.806195213124478
"420",6.96297828336804
"421",1.42610942912505
"422",0.227826375543311
"423",0.0014150448846971
"424",3.52020553169649
"425",1.19735668179971
"426",1.0621016948511
"427",0.398835623618048
"428",2.98065614975063
"429",0.431153259454033
"430",2.65907476396045
"431",11.271615674351
"432",0.764364116180247
"433",14.2653298132693
"434",1.20266485324268
"435",7.32514696877325
"436",0.324788031212637
"437",1.09445554470969
"438",3.90633926934346
"439",11.0500905062702
"440",3.51379129729566
"441",1.77728806835539
"442",0.374089611897762
"443",4.10106370215371
"444",0.416360789780926
"445",0.153339394910422
"446",2.53265392675201
"447",4.99464155129688
"448",3.38622475442243
"449",0.681497846893496
"450",1.57490889652937
"451",2.68861084034706
"452",0.153642701959382
"453",0.0130035225001248
"454",1.18991504164118
"455",1.41367876297736
"456",0.73905549626096
"457",0.00888123493524219
"458",3.61766615316972
"459",0.145384069648456
"460",0.708123604958345
"461",0.623631930159505
"462",0.158944007699576
"463",3.8961360961087
"464",5.13342030735352
"465",4.64105264744376
"466",1.19437318818113
"467",0.0985858603429549
"468",0.710134944122057
"469",0.811856983713714
"470",3.05358703928532
"471",1.90016787627751
"472",1.69495293055684
"473",0.424442274697522
"474",3.48046861602767
"475",3.84315654617938
"476",0.871350759682733
"477",3.93812292641334
"478",2.23842220310054
"479",0.422772539928965
"480",1.05753533591135
"481",0.534301504994419
"482",6.63061126015468
"483",2.94521048775448
"484",2.74508426344607
"485",2.73507382934833
"486",2.29881123312224
"487",5.4113803226981
"488",0.353056518016126
"489",2.70756164675875
"490",3.42756153538684
"491",0.642107306801621
"492",4.97670517930981
"493",2.95518966661049
"494",0.0113069490639815
"495",2.31727041705251
"496",0.319335009867305
"497",1.25588896869568
"498",0.193454177983123
"499",1.31251258587012
"500",0.248099742693826
